full_text,view_count,bookmark_count,favorite_count,reply_count,retweet_count,created_at,followers_count,following_count,favourites_count,Source_File,sentiment
"Prime Minister Sheikh Hasina
urged the Chinese business community
to invest in Bangladeshs main sectors
taking advantage of the worlds most
liberal investment regimes
  ",15,0,0,0,0,"12/07/2024, 17:11:26",3,5,12,Week 28.csv,neutral
 Quota is course for Bangladesh Fascist dictator Sheikh Hasina made Bangladesh a living hell for meritorious students,19,0,0,0,0,"12/07/2024, 17:00:25",1122,3756,113594,Week 28.csv,negative
  Do you obey the woman PM of Bangladesh Sheikh Hasina,116,0,1,0,0,"12/07/2024, 16:50:03",59,686,13380,Week 28.csv,neutral
"Bangladesh and China sign  agreements MoU as PM Sheikh Hasina meets President Xi Jinping

Read more  

Bangladesh China  meet  PresidentsDay ",64,0,0,0,0,"12/07/2024, 16:06:14",3,50,0,Week 28.csv,neutral
"Right now Sheikh Hasina is smartly exploiting Beijings obsession with expanding influence in South Asia however she isnt as foolish as Pakistan which has been allowing itself to practically become a Chinese colony

 
",30,0,0,0,0,"12/07/2024, 15:57:00",235,1321,512,Week 28.csv,neutral
"China had been keeping watch on Sheikh Hasinas India visit India had also been eager to understand what would transpire during Hasinas China visit China chinatour PMHasina diplomacy
",36,0,0,0,0,"12/07/2024, 14:01:57",1282,100,15,Week 28.csv,neutral
"Prime Minister Sheikh Hasina of the Peoples Republic of Bangladesh has finished her threeday official visit to China on Wednesday from July  to 

During PM Hasinas visit China and Bangladesh elevated their relations to a comprehensive strategic cooperative partnership ",495,0,11,1,6,"12/07/2024, 12:49:31",82608,1619,1663,Week 28.csv,positive
China and Bangladesh on Wednesday elevated their relations to a comprehensive strategic cooperative partnershipChinese President Xi Jinping and Bangladeshi Prime Minister Sheikh Hasina announced this while meeting in Beijing ,89,0,1,0,0,"12/07/2024, 11:21:10",1207,3377,3,Week 28.csv,positive
"India and Bangladesh 
Strengthening old ties and exploring new horizons PM Sheikh Hasinas visit to India marks a milestone in economic defense energy and connectivity partnerships NewIndiaSamachar

 ",388,1,7,0,3,"12/07/2024, 11:20:59",3687,136,204,Week 28.csv,positive
"Sheikh Hasinas China Visit  China  Bangladesh  India  UPSC  Duniya Is Hafte  Drishti IAS


   

Sheikhhasina Chinabangladesh IndiaChina DuniyaIsHafte InternationalRelations DrishtiIAS currentaffairs UPSC CurrentAffairs ",912,0,0,0,0,"12/07/2024, 10:12:48",371010,5,13688,Week 28.csv,neutral
 Why do you define the US as the world You had Thatcher and Merkel in the west but long before in the developing world youve had Indira Gandhi Benazir Bhutto Sheikh Hasina etc Mexico just elected a female president last month,52,0,0,1,0,"12/07/2024, 09:40:41",653,3005,12430,Week 28.csv,neutral
The friendship between China and Bangladesh is expected to be enhanced after the two countries established a comprehensive strategic cooperative partnership on Wednesday during the latters Prime Minister Sheikh Hasinas visit to Beijing experts say BeltandRoad ,3311,0,13,0,4,"12/07/2024, 09:25:14",4151032,161,1164,Week 28.csv,positive
"Joined Panel Discussion on Bangladesh PM Sheikh Hasinas Beijing Visit  with     
Bangladesh Beijing India NeighbourhoodFirst  ",81,0,0,0,0,"12/07/2024, 08:39:25",487,741,2329,Week 28.csv,neutral
"July  

 Sheikh Hasina  Hasina 

Vincent Thian ",309,0,0,0,0,"12/07/2024, 07:51:18",424,1970,4627,Week 28.csv,neutral
PM Sheikh Hasinas Visit To China Ushers In New Era Of Economic And Strategic Partnership  OpEd ,36,0,0,0,0,"12/07/2024, 04:09:47",19266,11246,0,Week 28.csv,neutral
 India ordered Sheikh Hasina to reserve Muktijoddha Cota  Why ,21,0,0,0,0,"12/07/2024, 00:26:18",237,271,8050,Week 28.csv,neutral
        Sheikh Hasina needs money desperately many countries and organisations helping her by the name of Donation  And money returns country to country  no ones checking where they are spending,38,0,0,0,0,"12/07/2024, 00:14:36",237,271,8050,Week 28.csv,neutral
 Quota for ruling party thugs is curse for Bangladesh In the name of quota dictator Sheikh Hasina gives job to her close thugs,14,0,0,0,0,"11/07/2024, 23:28:02",1122,3756,113594,Week 28.csv,negative
They started this movement because of the court verdict so their protest was actually against the court But they raised slogans against the Govt and Jononetri Sheikh Hasina Why How dare they make disrespectful comments against the Muktijoddhas and their family members,62,0,0,0,0,"11/07/2024, 23:16:26",2945,2365,23537,Week 28.csv,negative
 Its a challenging situation Prime Minister Sheikh Hasinas decision to impose a curfew during political unrest in Bangladesh is aimed at maintaining peace and order Its important to prioritize the safety and wellbeing of the people Hopefully the situation improves soon,260,0,0,0,0,"21/07/2024, 04:47:56",7270,4835,10943,Week 29.csv,neutral
 I implore you to utilize all available avenues to pressure the Bangladeshi government to cease these egregious acts of violence immediately Furthermore I urge you to hold Prime Minister Sheikh Hasina accountable under international legal standards for these atrocities,7,0,0,0,0,"21/07/2024, 04:45:43",97,50,16,Week 29.csv,negative
"Sheikh Hasinas goon torturing people in the street
StepDownSheikhHasina 
SaveBangladeshiStudents",24,0,0,0,0,"21/07/2024, 04:43:32",3,53,442,Week 29.csv,negative
"system seen as unfair has fueled explosive anger toward the government under Prime Minister Sheikh Hasina which has deployed increasingly draconian methods to quell the unrest

",42,0,0,0,0,"21/07/2024, 04:33:38",88,456,283,Week 29.csv,negative
Stepdown Sheikh Hasina PM of Bangladesh for killing general protesters,20,0,0,0,0,"21/07/2024, 04:25:59",3,15,1520,Week 29.csv,negative
Sheikh Hasina has launched a war against the people,11,0,0,0,0,"21/07/2024, 04:25:36",760,1081,123649,Week 29.csv,negative
"Unfair comparison 

Whats happening in Bangladesh is a civil war 

The majority of the country now stands with islamofascists backed the US govt and Qatar who see  liberation as a mistake 

A minority of Bangladeshi led by PM sheikh Hasina are fighting a long lost war",3468,3,26,4,6,"21/07/2024, 04:24:04",9353,2347,58720,Week 29.csv,negative
New trope of Raita Modi should learn from Sheikh Hasina,1487,1,28,4,11,"21/07/2024, 03:43:14",1001,511,4443,Week 29.csv,neutral
  Its the other way round Sheikh Hasina abolished Quotas in  the court brought it back,379,0,0,0,0,"21/07/2024, 03:39:06",85,124,10,Week 29.csv,neutral
Glad to see Sheikh Hasina has discarded the Modi govts approach to rioters on republic day on President Trumps visit in Capital and a midnight surrender to Maulana Sad and Burning Manipur PM  has set a shameful example and Bangladesh has discarded it,152,0,1,0,0,"21/07/2024, 03:31:08",434,118,2350,Week 29.csv,negative
Sheikh Hasina has been in power for four consecutive terms since  and is widely criticized for her authoritarian management and for accusations of corruption His government is accused of nepotism and favoritism strengthening support from its progovernment bases ,1646,0,1,2,0,"21/07/2024, 03:14:20",796,810,32308,Week 29.csv,negative
"Prime Minister Sheikh Hasina called the protesters Razakars a term for traitors of the  war of independence A serious accusation aimed at discrediting the student movement To give you an idea it is the equivalent of the term harki
Bangladesh",264,0,0,1,0,"21/07/2024, 03:10:49",796,810,32308,Week 29.csv,negative
  PM sheikh hasina using Law enforcement and her party supporters BCL aka Chatro Leauge,21,0,0,0,0,"21/07/2024, 03:08:40",50,21,1151,Week 29.csv,neutral
 Bangladesh PM sheikh Hasina is currently causing Human Rights Violations against the fellow people of the country,80,0,0,0,0,"21/07/2024, 03:07:17",50,21,1151,Week 29.csv,negative
 Please Sanction Bangladesh Government Sheikh Hasina is causing Massacres using law enforcement and her party supporters SaveBangladeshistudents,94,0,0,0,0,"21/07/2024, 03:06:38",50,21,1151,Week 29.csv,negative
 Speak up Tulip against your fascist AUNT Sheikh Hasina,24,0,0,0,0,"21/07/2024, 02:36:48",341,5521,13497,Week 29.csv,negative
"Absolutely disgusting
Awami Leagues barbaric method of control  obedience through murder

Sheikh Hasina and her generals must go

",70,0,1,0,0,"21/07/2024, 02:36:18",21742,1034,3600,Week 29.csv,negative
 its time to take back east Pakistan now called Bangladesh sheikh hasina rule Bangladesh like a Queen serious human right violation students want government jobs in merit not in quota system are killed through there army Pak should intervene,73,0,0,0,0,"21/07/2024, 02:36:12",39,14,0,Week 29.csv,negative
  Sheikh Hasina is an Indian Rajakar Sheikh Hasina has taken away the right to vote and the right to speak People of Bangladesh are never safe under this mafia queen Sheikh Hasina This Sheikh Hasina has turned the police force into a party force The army has turned into a party,17,0,0,0,0,"21/07/2024, 02:28:49",100,500,6926,Week 29.csv,negative
 Sheikh Hasina is an Indian Rajakar Sheikh Hasina has taken away the right to vote and the right to speak People of Bangladesh are never safe under this mafia queen Sheikh Hasina This Sheikh Hasina has turned the police force into a party force The army has turned into a pa,20,0,0,0,0,"21/07/2024, 02:28:01",100,500,6926,Week 29.csv,negative
"Soldiers were out in force Saturday in cities around Bangladesh after another day of lethal clashes between student protesters and police prompted PM Sheikh Hasina to cancel a foreign diplomatic tour
",20859,3,18,1,10,"21/07/2024, 02:24:00",2456708,641,2736,Week 29.csv,negative
Under PM Sheikh Hasinas AUTHORITARIAN rule Bangladesh imposes a curfew with a SHOOTONSIGHT order for protestors demanding the end of government job quotas favoring members of Hasinas party ,260722,135,5699,648,2295,"21/07/2024, 02:20:00",771339,6553,6551,Week 29.csv,negative
  I agree with your words but here the students were protesting peacefully for their rights but here the Chhatra League party of the state leader Sheikh Hasina and the police administration attacked them and fired at them,37,0,0,0,0,"21/07/2024, 02:14:29",5,43,69,Week 29.csv,negative
Prevent Prime Minister Sheikh Hasinas Entry into Spain due to murder of students  Sign the petition  via ,52,0,0,0,0,"21/07/2024, 02:09:43",428,201,49769,Week 29.csv,negative
This photo broke my heart One of hundreds teenagers Sheikh Hasinas Police has killed ,5203,0,14,2,3,"21/07/2024, 02:03:54",11602,8296,19240,Week 29.csv,negative
" Please save Bangladesh Students 
We want Sheikh Hasinas resignation
Bangladesh",193,0,1,0,0,"21/07/2024, 01:59:48",263,77,5585,Week 29.csv,neutral
"Sheikh Hasina and her bribed police has started hitting women and teenagers Approx  teenagers have been killed over last  days 

 ",1669,0,14,3,1,"21/07/2024, 01:59:39",11602,8296,19240,Week 29.csv,negative
"Sheikh hasinas Terrorist team with the help of police arrested Nahid Islam Yesterday around  hour before so many people recorded video of it  Now police denied the claim Liar police god knows how is he
StepDownPMSheikhHasina 
StudentsUnderAttack 
SaveBangladeshiStudents ",143,0,2,0,0,"21/07/2024, 01:53:20",26,43,419,Week 29.csv,negative
"Sheikh hasinas Terrorist team woth the help of police arrested Nahid Islam Yesterday around  hour before so many people recorded video of it  Now police denied the claim Liar police god knows how is he
StepDownPMSheikhHasina 
StudentsUnderAttack 
SaveBangladeshiStudents",156,0,2,0,1,"21/07/2024, 01:49:58",26,43,419,Week 29.csv,negative
"Sheikh Hasina has hated the Pakistan army all her life but look at the turn of events she has become so similar to Pakistans army
Shame on her for killing the youth of her nation Keep raising your voice for Bangladesh  ",27705,11,385,47,175,"21/07/2024, 01:43:16",763,70,49045,Week 29.csv,negative
  Youre a dsgusting woman Sheikh Hasina  how can you do this to your own people Youll pay double one day mark my words,7,0,0,0,0,"21/07/2024, 01:42:51",27,57,1854,Week 29.csv,negative
" Please sanction all Awami League leaders and Sheikh Hasina and all BD businesses unless police stop using brute force on unarmed civilians and students 
A lot of Awami League leaders have million dollar homes in Canada and kids here They are bringing all their dirty money here",30,0,1,0,0,"21/07/2024, 01:41:21",240,367,22310,Week 29.csv,negative
" Bangladeshs legally appointed PM Sheikh Hasina is in pestcontrol mode to save her country from being taken over by radical Islamic rule supported by Pakistan and China
Common people of the country welcome her move lets hope the brainwashed rioters see reason soon",116,0,0,0,0,"21/07/2024, 01:40:28",272,1193,4602,Week 29.csv,positive
" Some other pictures are too hard to look at Please sanction all Aweme League leaders and Sheikh Hasina and all BD businesses unless police stop using brute force on unarmed civilians and students 

A lot of Awami League leaders have million dollar home in Canada and kids here",28,0,0,0,0,"21/07/2024, 01:39:33",240,367,22310,Week 29.csv,negative
"What kind of MF is that  Our people are dying But this MF keep talking shit when my people are dying  Again we are only forcing our high commision in abroad and every country ministers to force Bitch Sheikh hasina to stop killing 
Bangladesh 
StepDownPMSheikhHasina ",2561,0,3,2,0,"21/07/2024, 01:37:37",26,43,419,Week 29.csv,negative
"More than  Bangladeshi Students and civilians are killed and appx  are seriously injured

Sheikh Hasina has imposed curfew in the country

SaveBangladeshiStudents",296,0,1,0,0,"21/07/2024, 01:16:35",114,631,4326,Week 29.csv,negative
"This is how fascist sheikh Hasina and her terrorist force police chatro League killed innocent students 
StepDownHasina StepDownSheikhHasina StudentProtests StudentsUnderAttackInBangladesh Bangladeshstudentprotest SaveBangladeshiStudents   AlJazeeraEnglish ",3078,0,3,2,4,"21/07/2024, 01:14:26",32,46,344,Week 29.csv,negative
 Dont try to build  your own narrative  here Dont try to support Bangladesh government Bangladeshi people dont forget This protest belongs to students and they demand sheikh hasina to step down  What other political parties are doing is not our concern,114,0,1,0,0,"21/07/2024, 01:10:15",17,30,203,Week 29.csv,negative
" More than  Bangladeshi Students and civilians are killed and appx  are seriously injured
Sheikh Hasina has imposed curfew in the country after committing crime against humanity
StudentsUnderAttack AlleyesonBangladesh SaveBangladeshiStudents",14,0,0,0,0,"21/07/2024, 01:05:04",89,55,37,Week 29.csv,negative
"I have not spoken to my mother for three days I strongly condemn the government of Bangladesh Sheikh Hasina

BangladeshBleeding 
StarLinkforBangladesh SaveBangladeshistudents StudentsUnderAttack QuotaReform StepDownHasina ",1265,0,8,1,5,"21/07/2024, 01:04:35",927,1040,626,Week 29.csv,negative
